開催日,日目,レース,3連単,3連単オッズ,予測オッズ
2024-03-02,5,7,6-3-1,23.8,296.71769101103445
2024-03-02,5,8,1-3-2,14.0,11.565633779609453
2024-03-02,5,10,1-3-4,25.4,16.562058857942564
2024-03-02,5,11,1-3-4,8.7,14.43705979815914
2024-03-02,5,12,1-3-4,13.7,18.510807267520278
2024-03-03,6,1,1-2-3,8.1,9.600380017961749
2024-03-03,6,2,1-5-2,18.3,29.41721557652802
2024-03-03,6,3,2-5-3,84.8,97.59197024497445
2024-03-03,6,4,1-5-3,5.4,10.993230953748801
2024-03-03,6,5,2-3-6,222.6,182.3227847575994
2024-03-03,6,6,1-2-5,60.1,32.74358882452503
2024-03-03,6,7,1-3-2,13.1,13.444536111715315
2024-03-03,6,8,1-4-3,17.9,19.330742720249205
2024-03-03,6,9,1-3-4,11.5,11.284981193237948
2024-03-03,6,10,3-1-5,40.6,53.27918131904404
2024-03-03,6,11,2-3-1,109.2,78.44982999939866
2024-03-03,6,12,2-3-1,67.7,55.17759457389851
2024-03-05,1,1,1-4-2,13.7,20.39450594486279
2024-03-05,1,2,1-2-4,44.1,24.516854304277988
2024-03-05,1,3,3-1-5,63.9,56.66647020776146
2024-03-05,1,4,1-5-2,81.3,60.716428725037275
2024-03-05,1,5,5-2-3,83.1,225.7328986452917
2024-03-05,1,6,6-1-4,36.5,206.45459668371413
2024-03-05,1,7,5-1-4,255.0,104.27714405006964
2024-03-05,1,8,1-4-2,9.0,14.517974765548582
2024-03-05,1,9,1-2-6,34.2,30.164079523086457
2024-03-05,1,10,2-3-4,163.3,95.23499234269177
2024-03-05,1,11,2-1-3,49.6,36.89361120235914
2024-03-05,1,12,1-4-2,9.2,14.62664170762661
2024-03-06,2,1,3-4-1,65.6,131.69658432193097
2024-03-06,2,2,3-2-6,68.8,161.26176516080355
2024-03-06,2,3,1-3-4,81.3,20.204139059809716
2024-03-06,2,4,2-1-4,30.2,41.47373174841147
2024-03-06,2,5,1-2-4,14.4,22.99784975684421
2024-03-06,2,6,3-1-4,12.6,33.21923044348386
2024-03-06,2,7,5-2-1,82.7,182.20695277411377
2024-03-06,2,8,4-1-6,31.3,90.78513720144251
2024-03-06,2,9,6-1-2,29.4,44.66861759007419
2024-03-06,2,10,5-6-2,141.5,380.18071422442335
2024-03-06,2,11,1-3-5,19.6,12.09735614003036
2024-03-06,2,12,1-3-6,39.0,39.31128301105253
2024-03-07,3,2,2-1-4,43.9,110.88997145221983
2024-03-07,3,3,1-5-3,68.1,81.26599754784355
2024-03-07,3,4,1-3-5,10.9,10.88040943348768
2024-03-07,3,6,1-2-4,13.7,16.18867642746815
2024-03-07,3,7,1-2-6,22.2,22.965778209708173
2024-03-07,3,8,1-2-3,10.6,8.200868162573022
2024-03-07,3,9,1-3-2,23.9,20.368642305209196
2024-03-07,3,11,1-5-6,65.7,88.8571233199814
2024-03-08,4,2,2-4-5,49.2,115.8161227397885
2024-03-08,4,3,4-1-5,113.0,141.3983077804828
2024-03-08,4,4,1-3-2,38.4,26.907238758150918
2024-03-08,4,5,6-1-5,220.5,69.98643248249071
2024-03-08,4,7,1-3-2,18.1,23.916586685904207
2024-03-09,5,1,2-1-4,20.9,45.2329590104049
2024-03-09,5,2,3-6-4,252.2,132.26919228368484
2024-03-09,5,3,2-6-4,319.3,237.3002736561509
2024-03-09,5,4,4-2-6,66.9,151.1712034172494
2024-03-09,5,5,1-5-2,15.7,35.003113621608335
2024-03-09,5,6,1-4-2,16.1,11.102951877988307
2024-03-09,5,7,3-1-5,189.6,81.18113788204842
2024-03-09,5,8,1-3-2,14.3,9.649921757823506
2024-03-09,5,9,3-1-5,67.8,65.2976515413403
2024-03-09,5,10,1-3-4,11.6,12.263560106926093
2024-03-09,5,11,6-1-2,34.4,369.0858294736392
2024-03-09,5,12,1-4-2,18.6,14.156482301623093
2024-03-10,6,1,1-2-5,16.2,17.22701289906298
2024-03-10,6,2,1-3-2,10.8,15.70984952335495
2024-03-10,6,3,1-2-3,14.5,15.591923741545186
2024-03-10,6,4,1-2-6,21.6,19.050584777229183
2024-03-10,6,5,1-2-4,7.5,10.161046828220252
2024-03-10,6,6,1-4-6,21.1,32.27777591251949
2024-03-10,6,7,1-3-6,13.8,25.637891575424707
2024-03-10,6,8,1-2-3,5.7,8.782487936630138
2024-03-10,6,9,3-1-4,40.1,59.32265383521223
2024-03-10,6,10,1-3-2,9.9,14.500376627561105
2024-03-10,6,11,1-2-3,9.3,9.759250431721368
2024-03-10,6,12,1-5-6,28.1,38.062303475466116
2024-03-13,1,1,1-2-3,6.8,11.583154309342278
2024-03-13,1,2,6-4-3,104.7,335.7080010986328
2024-03-13,1,3,6-1-4,127.9,192.63423151415907
2024-03-13,1,4,2-3-5,84.7,167.94305212305267
2024-03-13,1,5,1-6-3,22.5,59.61290606765993
2024-03-13,1,6,4-5-1,27.9,77.64922446126737
2024-03-13,1,7,2-1-4,6.4,15.458234483986153
2024-03-13,1,8,1-3-4,15.7,15.91963655427937
2024-03-13,1,9,1-2-3,6.1,6.5008312338117
2024-03-13,1,10,1-5-3,23.8,37.092531142067045
2024-03-13,1,11,1-5-3,69.1,64.65697121023274
2024-03-13,1,12,1-3-2,16.3,16.398136288269153
2024-03-14,2,1,1-2-3,10.2,13.296786428999196
2024-03-14,2,2,4-5-1,29.3,60.11163159112897
2024-03-14,2,3,4-1-3,90.8,86.87037921038298
2024-03-14,2,4,1-4-5,17.7,31.973432887386053
2024-03-14,2,5,6-2-3,33.5,236.5004996822352
2024-03-14,2,6,1-4-3,4.4,18.296236057823847
2024-03-14,2,7,1-5-3,9.0,14.302357213368484
2024-03-14,2,8,4-2-5,452.9,228.57800677601443
2024-03-14,2,9,1-5-2,21.4,19.25607853414868
2024-03-14,2,10,1-3-6,16.7,33.763182015347724
2024-03-14,2,11,1-4-2,18.2,21.06553116802193
2024-03-14,2,12,3-1-2,38.3,93.62194864265275
2024-03-15,3,1,1-6-4,88.1,54.64996610357161
2024-03-15,3,2,1-3-6,17.4,65.10713184470589
2024-03-15,3,3,3-1-2,26.0,28.513668632817357
2024-03-15,3,4,3-5-2,42.8,153.68078324347476
2024-03-15,3,5,3-4-1,101.5,159.7346548135903
2024-03-15,3,6,1-4-3,13.7,15.616655991918279
2024-03-15,3,7,1-2-6,13.2,22.29795609658093
2024-03-15,3,8,1-2-4,3.6,5.124478317355473
2024-03-15,3,9,1-2-5,8.5,11.257365993093728
2024-03-15,3,10,1-6-3,51.8,32.170688847729195
2024-03-15,3,11,1-3-2,11.0,10.811067962680069
2024-03-15,3,12,2-5-1,132.4,84.38964435241242
2024-03-16,4,2,6-4-1,479.2,284.9522700156525
2024-03-16,4,3,1-2-3,25.1,19.813519336848053
2024-03-16,4,4,1-4-6,78.8,68.34773637300154
2024-03-16,4,5,1-3-6,23.9,24.170045766838037
2024-03-16,4,6,3-1-2,11.7,15.548407229136824
2024-03-16,4,7,1-4-5,30.0,31.6734366116106
2024-03-16,4,8,1-4-2,7.5,8.242829689381674
2024-03-16,4,9,1-2-6,45.5,30.327638744143588
2024-03-16,4,10,1-2-4,5.9,5.081529586790397
2024-03-16,4,11,1-5-3,25.2,18.904406053408042
2024-03-16,4,12,1-3-2,16.9,17.10343491893338
2024-03-18,1,1,1-3-2,11.6,12.536300376100153
2024-03-18,1,2,2-3-1,156.0,145.39636075677103
2024-03-18,1,4,4-2-3,142.3,141.86751877331125
2024-03-18,1,5,2-1-4,8.7,14.69736091907135
2024-03-18,1,6,2-4-5,100.4,158.84626922491336
2024-03-18,1,7,2-1-4,146.9,59.1380621144624
2024-03-18,1,8,1-2-3,11.9,10.056672864763224
2024-03-18,1,9,1-3-4,6.8,19.21421499112498
2024-03-18,1,10,1-2-4,5.2,6.50796302950021
2024-03-18,1,11,4-3-6,284.1,231.59685716338555
2024-03-18,1,12,1-3-2,7.6,8.61999231579536
2024-03-19,2,1,1-3-2,10.3,31.30104728725705
2024-03-19,2,2,2-6-3,54.7,234.44414534160236
2024-03-19,2,3,5-4-1,22.4,180.85339074232897
2024-03-19,2,4,1-3-5,8.4,12.095613527750887
2024-03-19,2,5,2-5-3,29.8,68.31703844997755
2024-03-19,2,6,1-2-4,126.9,64.74270782974448
2024-03-19,2,7,2-4-1,46.7,71.7584147565537
2024-03-19,2,8,1-2-4,3.9,4.522899439425649
2024-03-19,2,9,1-5-6,22.1,53.11248480368904
2024-03-19,2,10,1-2-4,6.7,13.912847455687343
2024-03-19,2,11,1-4-2,26.2,27.923799803114
2024-03-19,2,12,3-5-2,526.8,176.35809431775118
2024-03-21,3,1,4-1-6,59.4,93.46040278807104
2024-03-21,3,2,1-2-3,13.2,10.184213699869671
2024-03-21,3,3,1-3-2,21.5,20.744454683186834
2024-03-21,3,4,3-1-5,91.4,48.02620499304798
2024-03-21,3,5,4-1-3,33.3,50.21120227386477
2024-03-21,3,7,3-1-2,31.5,40.35724546327857
2024-03-21,3,8,1-4-5,12.0,24.155280631415827
2024-03-21,3,9,1-2-5,4.6,2.7411601526929266
2024-03-21,3,10,4-5-1,17.0,38.21262799848858
2024-03-21,3,11,1-4-3,10.2,19.06679640340515
2024-03-21,3,12,1-3-4,9.4,18.967017712280136
2024-03-22,4,1,1-3-2,8.2,13.814405130080155
2024-03-22,4,2,1-2-4,11.8,28.224064155145896
2024-03-22,4,3,5-1-2,42.5,118.35294758204748
2024-03-22,4,4,1-2-3,22.4,26.92946056581637
2024-03-22,4,5,2-3-4,18.6,45.14315575664696
2024-03-22,4,6,3-1-6,27.6,52.30738130153488
2024-03-22,4,7,2-3-6,45.5,168.79537261515236
2024-03-22,4,8,1-2-3,3.8,6.923983465924494
2024-03-22,4,9,5-1-2,39.0,134.29466163500695
2024-03-22,4,10,1-3-4,10.4,18.17873585409528
2024-03-22,4,11,1-2-4,11.6,25.11067674663423
2024-03-22,4,12,1-2-3,12.8,10.087847038141195
2024-03-23,5,1,3-1-5,29.5,48.493875305068414
2024-03-23,5,2,1-2-3,9.9,10.327513716784416
2024-03-23,5,3,1-3-5,37.4,27.40179890453164
2024-03-23,5,4,5-1-3,49.2,79.99302327581356
2024-03-23,5,5,1-5-6,8.8,39.032236689550466
2024-03-23,5,6,1-2-3,14.0,12.920298299851988
2024-03-23,5,7,1-6-5,42.0,70.60379578543866
2024-03-23,5,8,1-4-5,22.6,19.826096898855834
2024-03-23,5,9,1-5-2,19.5,25.74161802043273
2024-03-23,5,10,2-1-3,10.2,26.64587702140925
2024-03-23,5,11,1-3-4,8.4,18.274842752390988
2024-03-23,5,12,1-3-4,4.9,12.792594810728506
2024-03-24,6,1,1-2-5,8.5,49.079347357460264
2024-03-24,6,2,1-3-2,9.1,13.780634291404281
2024-03-24,6,3,1-2-6,31.6,37.29884996090044
2024-03-24,6,4,1-4-2,12.2,14.860563292064315
2024-03-24,6,5,5-2-3,996.3,342.46319173941504
2024-03-24,6,6,1-3-4,6.7,13.828322666050706
2024-03-24,6,7,1-2-4,9.8,16.100410868966257
2024-03-24,6,8,1-4-3,7.0,15.616655991918279
2024-03-24,6,9,1-4-5,15.3,38.11030455748343
2024-03-24,6,10,1-4-2,22.6,37.26255061301217
2024-03-24,6,11,5-1-4,155.7,88.28457261524346
2024-03-24,6,12,1-2-3,10.0,8.838699816851479
2024-04-29,1,1,6-5-4,604.6,538.6959927368164
2024-04-29,1,2,3-1-4,73.6,88.01721748631222
2024-04-29,1,3,2-4-6,552.8,194.2491183253728
2024-04-29,1,4,1-4-2,80.8,29.500019520783077
2024-04-29,1,5,4-1-5,105.6,154.91940674555565
2024-04-29,1,6,3-1-4,9.9,20.01032446795225
2024-04-29,1,7,1-3-4,11.6,19.751842705999472
2024-04-29,1,8,1-2-4,5.1,4.042350974682234
2024-04-29,1,10,3-1-4,192.0,154.38513733455991
2024-04-29,1,11,3-4-5,462.3,351.9186150541957
2024-04-29,1,12,3-1-5,46.2,93.96010109556232
2024-04-30,2,1,2-1-5,37.8,40.679269441057905
2024-04-30,2,2,1-4-3,19.2,19.94443983133551
2024-04-30,2,3,1-2-3,14.1,27.479933341253922
2024-04-30,2,4,1-2-6,13.0,23.837036806831527
2024-04-30,2,5,2-3-4,18.7,4.280177405750666
2024-04-30,2,6,1-2-3,32.9,23.35282193011879
2024-04-30,2,7,1-5-6,31.0,62.25301479011942
2024-04-30,2,8,1-4-5,10.8,16.87620342022199
2024-04-30,2,9,4-5-1,44.2,94.23634833863107
2024-04-30,2,10,1-4-5,6.6,21.427087789628146
2024-04-30,2,11,2-1-5,17.2,44.22129356079869
2024-04-30,2,12,4-5-1,37.3,56.31230303170678
2024-05-01,3,1,1-3-4,17.2,21.86779835015361
2024-05-01,3,2,1-2-6,11.5,15.488428881944445
2024-05-01,3,3,1-3-5,33.3,23.045979093284643
2024-05-01,3,4,1-4-6,30.5,36.581778062844435
2024-05-01,3,5,2-5-1,10.5,55.4402428581819
2024-05-01,3,6,4-3-5,28.7,155.9412573554858
2024-05-01,3,7,2-4-6,145.2,192.1010007311831
2024-05-01,3,8,2-3-4,146.9,66.14133815941753
2024-05-01,3,9,1-3-4,30.2,29.903122033299592
2024-05-01,3,10,1-2-5,5.6,8.30998303141343
2024-05-01,3,11,1-4-2,35.7,33.6919478046053
2024-05-01,3,12,2-4-3,426.7,287.67599840137615
2024-05-02,4,1,2-1-4,16.4,25.49307196104566
2024-05-02,4,2,1-2-5,20.4,14.680163140743744
2024-05-02,4,4,2-1-3,32.7,48.46277239969039
2024-05-02,4,5,1-2-3,38.4,31.381020823699817
2024-05-02,4,6,1-3-4,3.5,11.888895485701667
2024-05-02,4,7,4-5-1,70.1,50.01625147912331
2024-05-02,4,8,1-2-4,3.5,5.577362272564463
2024-05-02,4,9,1-3-5,52.1,38.48339094657075
2024-05-02,4,10,1-6-4,465.5,149.24759254263054
2024-05-02,4,12,1-6-4,86.2,55.21141379420945
2024-05-04,1,1,3-1-4,36.4,42.33752350555804
2024-05-04,1,2,1-2-3,15.5,18.808990894131068
2024-05-04,1,3,2-1-4,32.9,44.64116077514869
2024-05-04,1,5,1-4-5,32.8,55.534829330911066
2024-05-04,1,6,1-3-4,3.7,10.759090434602715
2024-05-04,1,7,1-2-5,5.5,9.174637045122758
2024-05-04,1,8,1-2-3,8.5,8.950131880837837
2024-05-04,1,9,1-3-2,8.8,8.180368188345478
2024-05-04,1,11,1-2-5,6.1,11.332244696667544
2024-05-04,1,12,1-2-3,8.9,9.31411869312998
2024-05-05,2,1,1-4-6,19.8,46.1848350800293
2024-05-05,2,2,2-4-3,495.0,205.87124496088035
2024-05-05,2,3,1-5-2,8.1,14.997859927051385
2024-05-05,2,4,3-2-6,170.6,73.87665796057514
2024-05-05,2,5,1-3-5,18.7,15.103613877953507
2024-05-05,2,6,2-1-5,188.5,143.53411418004984
2024-05-05,2,8,1-2-4,4.1,3.966286824345225
2024-05-05,2,9,1-2-4,5.9,8.10892710057964
2024-05-05,2,10,2-1-6,35.3,53.97877205493801
2024-05-05,2,11,3-2-4,226.1,150.71372511511757
2024-05-05,2,12,3-4-5,313.8,187.86466208184208
2024-05-06,3,1,2-1-4,19.6,25.809369799759825
2024-05-06,3,2,6-4-2,544.0,319.1346164116493
2024-05-06,3,4,4-5-2,144.6,120.4165296200588
2024-05-06,3,5,1-2-5,6.1,8.429709618275881
2024-05-06,3,6,2-1-5,264.6,90.68068221616299
2024-05-06,3,7,1-6-4,46.9,100.02350852201674
2024-05-06,3,8,1-2-5,12.8,10.608559173901572
2024-05-06,3,9,1-2-3,5.9,7.4841148760879905
2024-05-06,3,10,2-4-1,317.5,126.39842572386034
2024-05-06,3,11,1-2-6,10.6,13.478447571950529
2024-05-06,3,12,1-5-2,13.6,25.358765408962267
2024-05-07,4,1,1-6-4,175.1,147.99028327677806
2024-05-07,4,2,3-1-2,44.0,37.41693009044945
2024-05-07,4,3,4-2-6,75.2,130.80802754067295
2024-05-07,4,4,1-3-4,13.2,12.429147110227358
2024-05-07,4,5,1-4-6,8.7,28.70716543984942
2024-05-07,4,6,1-2-6,73.8,31.288598997308657
2024-05-07,4,7,1-4-3,12.2,16.977576737973536
2024-05-07,4,8,1-3-5,20.7,26.11947898436174
2024-05-07,4,9,1-2-4,7.2,10.020261241489566
2024-05-07,4,10,1-2-5,10.9,13.885092095266355
2024-05-07,4,11,5-1-4,165.8,204.36337503545764
2024-05-07,4,12,1-4-6,54.0,33.969145157603286
2024-05-08,5,1,1-3-5,21.3,20.558708803924812
2024-05-08,5,2,1-3-4,45.8,24.100795890257597
2024-05-08,5,3,2-3-1,78.2,102.62231434930064
2024-05-08,5,4,1-3-4,10.5,15.78069197341392
2024-05-08,5,5,1-2-5,16.7,15.998560143503388
2024-05-08,5,6,3-2-6,366.1,99.29244402739677
2024-05-08,5,7,6-1-5,74.9,346.72829024349943
2024-05-08,5,8,1-4-2,5.2,6.9565014582745865
2024-05-08,5,9,1-4-3,25.9,20.592837537668842
2024-05-08,5,10,1-2-5,7.8,9.801216704661886
2024-05-08,5,11,5-4-1,301.2,266.7817883952865
2024-05-08,5,12,1-5-2,49.9,33.43317398312347
2024-05-09,6,1,5-6-1,770.7,306.3520235615762
2024-05-09,6,2,3-1-2,47.5,75.30697822743433
2024-05-09,6,3,1-3-2,10.8,13.722446702078622
2024-05-09,6,4,1-3-2,6.7,17.749402121863618
2024-05-09,6,5,1-2-6,7.8,9.52777942256082
2024-05-09,6,6,1-3-2,7.5,10.078788272035673
2024-05-09,6,7,1-2-5,13.4,22.701333892393837
2024-05-09,6,8,2-1-4,37.6,27.19996576320911
2024-05-09,6,9,1-3-2,5.6,6.373316605268632
2024-05-09,6,10,1-2-3,11.5,15.234508510141401
2024-05-09,6,11,4-3-1,126.1,109.78783537241527
2024-05-09,6,12,2-1-4,64.4,28.729978825125762
2024-05-12,1,1,3-4-6,33.7,252.0683339046933
2024-05-12,1,2,2-5-4,297.1,250.70704358997725
2024-05-12,1,3,1-5-6,17.0,31.017081201385324
2024-05-12,1,4,4-3-5,16.1,55.130957588947865
2024-05-12,1,5,2-4-5,10.2,50.22605381319874
2024-05-12,1,6,3-1-6,16.9,81.10171727218255
2024-05-12,1,7,4-1-5,90.3,154.06287870235968
2024-05-12,1,8,1-4-2,6.1,7.987466235011167
2024-05-12,1,9,1-2-5,4.5,6.915839549900114
2024-05-12,1,10,1-2-6,46.3,42.43535655821311
2024-05-12,1,11,1-2-3,8.5,11.378526191429819
2024-05-12,1,12,1-5-2,21.3,60.706788223323926
2024-05-13,2,1,1-2-3,8.5,14.287343766514473
2024-05-13,2,2,2-4-1,63.4,1.0
2024-05-13,2,3,1-3-2,51.8,32.513191101751815
2024-05-13,2,4,4-2-1,10.9,38.560305894821866
2024-05-13,2,5,3-2-4,42.3,90.2181081910595
2024-05-13,2,6,4-1-2,34.9,61.05449559831233
2024-05-13,2,7,2-6-1,47.2,136.1027648368288
2024-05-13,2,8,1-4-2,6.3,12.115779989431903
2024-05-13,2,9,1-3-6,4.7,37.51994444789901
2024-05-13,2,10,1-5-2,36.8,70.86810958585764
2024-05-13,2,11,1-2-6,15.2,20.6813420507344
2024-05-14,3,1,1-5-3,43.2,65.60000898886629
2024-05-14,3,2,1-4-3,13.1,21.001579227178407
2024-05-14,3,3,1-5-4,16.2,26.689454023984933
2024-05-14,3,4,2-6-5,14.0,148.30412217014108
2024-05-14,3,5,1-5-6,10.3,35.30564761181348
2024-05-14,3,6,1-4-2,15.2,15.236220563242878
2024-05-14,3,7,1-2-6,51.0,27.871341523874204
2024-05-14,3,8,1-4-5,25.7,20.50234238880044
2024-05-14,3,9,1-3-5,20.8,16.366401959494844
2024-05-14,3,10,1-3-4,19.4,14.885987030129426
2024-05-14,3,11,1-3-2,4.8,8.24828962529857
2024-05-14,3,12,4-1-5,20.9,47.1052356026707
2024-05-15,4,1,3-5-6,142.5,163.13987806793818
2024-05-15,4,2,5-1-6,15.7,54.655602196018386
2024-05-15,4,4,4-5-1,55.3,140.58080783583873
2024-05-15,4,5,1-5-6,96.3,81.48581611041186
2024-05-15,4,6,1-3-4,4.6,12.40769499190601
2024-05-15,4,7,1-5-3,302.8,90.67484350149756
2024-05-15,4,8,1-2-3,4.2,11.665084797260077
2024-05-15,4,9,3-2-4,524.4,123.00386238507953
2024-05-15,4,10,5-1-2,103.4,203.47760045517026
2024-05-15,4,11,1-6-2,201.4,113.92446249734533
2024-05-15,4,12,1-2-3,4.9,7.640218930124611
2024-05-20,1,1,6-2-1,702.1,212.13236989070597
2024-05-20,1,2,1-3-6,8.5,23.690102608225878
2024-05-20,1,3,5-1-6,11.5,19.205840964640124
2024-05-20,1,5,2-5-4,30.9,278.33965942805276
2024-05-20,1,6,1-4-3,9.1,15.616655991918279
2024-05-20,1,7,1-3-4,14.7,20.114136635165885
2024-05-20,1,8,3-4-6,1621.3,169.7355153146325
2024-05-20,1,10,2-1-6,54.9,63.97047551598056
2024-05-20,1,11,1-3-4,10.9,14.81662026971543
2024-05-20,1,12,3-5-6,269.4,244.89027338561328
2024-05-21,2,1,1-3-5,28.6,39.95158148285767
2024-05-21,2,2,5-4-6,93.7,152.15813883874927
2024-05-21,2,3,1-3-4,26.9,27.52863199260662
2024-05-21,2,4,1-4-3,97.3,41.13399002129827
2024-05-21,2,5,4-5-1,27.5,48.248922520151815
2024-05-21,2,7,1-2-3,14.1,18.265623761834906
2024-05-21,2,8,2-1-3,16.0,18.705112790611235
2024-05-21,2,9,2-6-5,1586.5,382.7840713583484
2024-05-21,2,10,1-2-3,5.1,7.877272446190154
2024-05-21,2,11,1-3-2,23.8,18.8216206953467
2024-05-21,2,12,1-2-4,6.1,7.11288748079564
2024-05-22,3,1,1-3-2,8.0,22.89796466260572
2024-05-22,3,2,4-5-1,10.0,86.3005669965053
2024-05-22,3,3,1-6-4,329.8,70.59691731930769
2024-05-22,3,4,5-3-2,69.2,98.74881249183912
2024-05-22,3,5,1-5-3,9.0,22.414435599026177
2024-05-22,3,6,6-1-2,1028.8,502.92574722033646
2024-05-22,3,7,2-5-1,622.3,131.4747732183686
2024-05-22,3,9,1-5-4,11.6,13.277397648491965
2024-05-22,3,10,1-2-3,3.9,6.709041129747507
2024-05-22,3,12,1-3-4,7.1,14.13650863090071
2024-05-23,4,1,2-5-6,40.3,199.70278815072058
2024-05-23,4,2,6-2-5,274.1,252.7489640858835
2024-05-23,4,3,5-6-3,73.3,17.983516981119365
2024-05-23,4,5,4-1-2,11.0,21.735381835449694
2024-05-23,4,6,4-1-2,68.5,41.770352386884866
2024-05-23,4,7,1-2-5,3.3,5.8104579110274415
2024-05-23,4,8,5-4-1,157.0,212.0255433507662
2024-05-23,4,9,1-2-3,5.9,8.427488093810178
2024-05-23,4,10,1-2-5,5.6,10.681391245223102
2024-05-23,4,11,1-4-2,10.5,15.56242405197386
2024-05-24,5,1,1-3-4,16.1,17.951369322655736
2024-05-24,5,2,1-3-5,8.9,30.434146135502075
2024-05-24,5,3,3-2-4,34.6,97.36529091068275
2024-05-24,5,4,3-1-2,226.5,177.1100832320311
2024-05-24,5,5,1-2-3,11.4,22.294084917331855
2024-05-24,5,6,4-6-1,25.3,156.4193427647507
2024-05-24,5,7,1-2-6,6.1,13.485083541704958
2024-05-24,5,8,1-2-3,4.8,7.072069640523753
2024-05-24,5,9,3-6-5,146.9,121.64940522842939
2024-05-24,5,10,1-2-4,5.1,5.325980872385501
2024-05-24,5,11,1-4-3,20.3,24.14167335646042
2024-05-24,5,12,1-4-2,12.1,14.894113190749962
2024-05-25,6,2,1-6-3,28.8,37.96500514183632
2024-05-25,6,3,1-5-6,55.9,39.299334217947596
2024-05-25,6,4,1-2-4,19.2,33.00498926764416
2024-05-25,6,5,1-5-3,141.9,71.73955285014576
2024-05-25,6,6,3-1-4,25.5,38.2893518096066
2024-05-25,6,7,1-6-2,11.4,38.71502840424494
2024-05-25,6,8,1-4-2,5.4,6.620126099250756
2024-05-25,6,9,3-1-5,166.3,71.780320587857
2024-05-25,6,10,1-5-3,86.9,63.11894875525173
2024-05-25,6,11,2-5-4,494.1,343.0276972136704
2024-05-25,6,12,1-3-2,17.2,15.478867077539027
2024-05-26,7,1,1-2-5,10.3,44.02542435962057
2024-05-26,7,2,5-1-3,81.7,86.75556040822312
2024-05-26,7,3,1-3-5,26.0,27.503436446350587
2024-05-26,7,4,1-5-3,11.8,30.074880930860086
2024-05-26,7,5,1-3-6,58.6,62.19270191894211
2024-05-26,7,6,4-1-5,115.2,83.0482804583185
2024-05-26,7,7,1-3-2,9.2,14.592304390077413
2024-05-26,7,8,1-2-3,9.5,8.532533863367986
2024-05-26,7,9,1-3-4,28.8,26.048576179523316
2024-05-26,7,10,1-3-5,5.1,2.7193912242924743
2024-05-26,7,11,1-3-2,6.3,8.01220068251541
2024-05-26,7,12,5-2-6,572.1,204.91451629337368
2024-05-29,1,1,1-3-6,37.8,44.043572344946455
2024-05-29,1,2,1-4-3,17.8,16.309746441521366
2024-05-29,1,3,1-5-3,45.1,27.254938163278794
2024-05-29,1,4,1-4-6,37.1,59.81255598701205
2024-05-29,1,5,1-2-3,16.0,16.021559290582204
2024-05-29,1,6,3-1-4,11.3,17.04925711901479
2024-05-29,1,7,6-2-1,87.4,245.5015869016321
2024-05-29,1,8,1-3-6,26.5,37.79174844859105
2024-05-29,1,9,1-2-5,5.3,7.54669920353621
2024-05-29,1,10,3-1-2,129.3,79.03433193859551
2024-05-29,1,11,1-3-5,20.4,42.11796198371444
2024-05-29,1,12,1-3-2,9.3,10.334336692777876
2024-05-30,2,1,1-3-2,18.0,17.30369954462109
2024-05-30,2,3,1-3-6,12.7,37.917104708066326
2024-05-30,2,4,1-6-2,33.5,29.376328535436215
2024-05-30,2,5,3-1-5,48.0,44.52940935063673
2024-05-30,2,6,1-2-4,14.3,9.06218230633372
2024-05-30,2,7,1-2-4,5.1,5.529252099210059
2024-05-30,2,8,1-3-4,6.7,11.686676465406237
2024-05-30,2,9,3-6-5,2948.6,635.1846939013756
2024-05-30,2,10,4-5-2,27.7,1.0
2024-05-30,2,12,1-2-4,17.9,23.988449438585633
2024-05-31,3,1,1-3-2,10.2,10.74100759114573
2024-05-31,3,2,2-3-1,112.8,165.30237471225814
2024-05-31,3,3,1-4-3,45.4,59.62615724167965
2024-05-31,3,4,2-4-1,109.4,160.1419732503293
2024-05-31,3,5,1-2-4,15.9,29.656605430060402
2024-05-31,3,6,5-1-6,134.0,22.134514353800153
2024-05-31,3,7,1-3-2,23.6,14.275290115254078
2024-05-31,3,8,1-2-4,5.9,4.864867848874537
2024-05-31,3,9,2-1-3,19.8,14.361062018954582
2024-05-31,3,10,3-1-5,76.7,83.63129314426638
2024-05-31,3,11,1-3-2,6.9,6.126481738602117
2024-06-01,4,1,1-3-4,8.3,11.749793265232393
2024-06-01,4,2,2-4-1,160.3,125.65352565231937
2024-06-01,4,3,1-3-2,15.0,31.335339218723348
2024-06-01,4,4,1-3-2,9.5,14.979521869653675
2024-06-01,4,5,4-1-2,46.1,49.26390824843986
2024-06-01,4,6,1-5-3,15.4,24.815286039841208
2024-06-01,4,7,2-1-4,64.7,37.38873169560415
2024-06-01,4,9,1-5-3,58.7,34.80845446401685
2024-06-01,4,10,3-5-1,37.7,71.17765748545898
2024-06-01,4,11,4-2-6,123.2,158.94098372174776
2024-06-01,4,12,4-5-1,54.8,108.09019699365197
2024-06-12,1,1,1-4-3,31.9,30.43967693077976
2024-06-12,1,2,5-1-2,13.7,96.2047987661254
2024-06-12,1,3,4-3-2,105.4,107.91166060053358
2024-06-12,1,4,3-1-6,14.7,43.893739214857604
2024-06-12,1,5,2-3-5,54.3,36.253864930251694
2024-06-12,1,6,2-4-1,32.0,113.70896809052269
2024-06-12,1,7,2-1-3,14.2,35.50103098015974
